ID,Ürün Adı,Kategori,Alt Kategori,Mevcut Görsel URL,Görsel Kaynağı,Yeni Görsel Dosya Adı,Notlar
y-n-ceket-batch9,YÜN CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1544922280-ad14c68bd1fd?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-ceket-batch9.jpg,Görseli bu isimle kaydedin
y-n-pantolon-batch9,YÜN PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-pantolon-batch9.jpg,Görseli bu isimle kaydedin
y-n-takim-batch9,YÜN TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-takim-batch9.jpg,Görseli bu isimle kaydedin
yatak-ortus-single-batch9,YATAK ÖRTÜS SİNGLE,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yatak-ortus-single-batch9.jpg,Görseli bu isimle kaydedin
yatak-ortus-double-batch9,YATAK ÖRTÜS DOUBLE,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1540932239986-30128078f3c5?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yatak-ortus-double-batch9.jpg,Görseli bu isimle kaydedin
yastik-duz-batch9,YASTIK DÜZ,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-duz-batch9.jpg,Görseli bu isimle kaydedin
yastik-nakı-li-batch9,YASTIK NAKIŞLI,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-nakı-li-batch9.jpg,Görseli bu isimle kaydedin
yastik-saten-batch9,YASTIK SATEN,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1524863479829-916d8e77f114?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-saten-batch9.jpg,Görseli bu isimle kaydedin
yastik-i-pek-batch9,YASTIK İPEK,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-i-pek-batch9.jpg,Görseli bu isimle kaydedin
zip-pantolon-batch9,ZİP PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1598300042247-d088f8ab3a91?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-pantolon-batch9.jpg,Görseli bu isimle kaydedin
zip-g-mlek-batch9,ZİP GÖMLEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-g-mlek-batch9.jpg,Görseli bu isimle kaydedin
zip-ceket-batch9,ZİP CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-ceket-batch9.jpg,Görseli bu isimle kaydedin
zip-elbi-se-batch9,ZİP ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
zip-takim-batch9,ZİP TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1562157873-818bc0726f68?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-takim-batch9.jpg,Görseli bu isimle kaydedin
zip-mont-batch9,ZİP MONT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-mont-batch9.jpg,Görseli bu isimle kaydedin
zip-kaban-batch9,ZİP KABAN,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-kaban-batch9.jpg,Görseli bu isimle kaydedin
zip-sweatshirt-batch9,ZİP SWEATSHİRT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1612832020347-b89c38293dd6?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-sweatshirt-batch9.jpg,Görseli bu isimle kaydedin
zoom-elbi-se-batch9,ZOOM ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1554898291-1541914077c5?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
zoom-ceket-batch9,ZOOM CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1580357954932-9ab60251977c?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-ceket-batch9.jpg,Görseli bu isimle kaydedin
zoom-pantolon-batch9,ZOOM PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1562157873-818bc0726f68?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-pantolon-batch9.jpg,Görseli bu isimle kaydedin
zoom-takim-batch9,ZOOM TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1594938298603?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-takim-batch9.jpg,Görseli bu isimle kaydedin
